City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Description
345,Santa Cruz,-17.8,-63.1667,89.65,45,75,16.11,BO,broken clouds
346,Chambas,22.1928,-78.9136,80.22,44,28,11.97,CU,scattered clouds
347,Nanortalik,60.1432,-45.2371,14.92,68,100,20.51,GL,overcast clouds
348,Half Moon Bay,37.4636,-122.4286,62.62,71,0,0.0,US,clear sky
349,Aksarka,66.5606,67.7975,-19.35,100,58,5.68,RU,broken clouds
350,Farafangana,-22.8167,47.8333,78.48,92,100,18.57,MG,moderate rain
351,Salinopolis,-0.6136,-47.3561,80.28,86,100,8.39,BR,overcast clouds
352,Aliang,14.2833,120.8833,77.47,82,71,13.65,PH,broken clouds
353,Bom Jesus,-9.0744,-44.3586,89.55,48,99,3.78,BR,overcast clouds
354,El Alto,-4.2714,-81.2147,82.06,65,51,14.7,PE,broken clouds
355,Linxia,35.6003,103.2064,8.22,95,69,2.95,CN,broken clouds
356,Kungurtug,50.5994,97.5228,-11.0,97,39,1.68,RU,scattered clouds
357,Uyutne,45.1994,33.3014,38.86,75,56,9.19,UA,broken clouds
358,Kwinana,-32.25,115.7667,66.24,60,48,22.26,AU,scattered clouds
359,San Nicolas,18.1725,120.5953,73.31,88,75,2.3,PH,broken clouds
360,Anadyr,64.75,177.4833,-17.9,76,0,8.95,RU,clear sky
361,Valdosta,30.8327,-83.2785,48.15,88,100,10.36,US,overcast clouds
362,Buala,-8.145,159.5921,80.65,84,94,8.99,SB,overcast clouds
363,Dawei,14.0833,98.2,73.09,88,77,3.11,MM,broken clouds
364,Vostok,46.4856,135.8833,-11.85,99,80,3.98,RU,broken clouds
365,Vestmannaeyjar,63.4427,-20.2734,29.39,74,75,8.05,IS,broken clouds
366,Malatya,38.5,38.0,26.65,80,0,4.61,TR,clear sky
367,Codajas,-3.8367,-62.0569,81.34,88,87,1.54,BR,overcast clouds
368,Aconibe,1.2968,10.9369,76.1,61,58,2.84,GQ,broken clouds
369,Tautira,-17.7333,-149.15,84.22,76,56,21.9,PF,light rain
370,Coruripe,-10.1256,-36.1756,84.88,63,10,15.95,BR,clear sky
371,Colares,38.7992,-9.4469,62.29,49,0,5.01,PT,clear sky
372,Vila Franca Do Campo,37.7167,-25.4333,64.2,86,77,12.55,PT,broken clouds
373,Bousso,10.4795,16.7117,82.17,14,39,6.87,TD,scattered clouds
374,Taltal,-25.4,-70.4833,71.17,65,8,6.24,CL,clear sky
375,Kokkola,63.8385,23.1307,32.94,91,100,5.01,FI,overcast clouds
376,Finnsnes,69.2296,17.9811,30.16,88,92,5.99,NO,overcast clouds
377,Yerbogachen,61.2767,108.0108,-7.71,100,95,2.08,RU,overcast clouds
378,Tucuma,-0.1833,-50.05,75.63,94,100,3.27,BR,moderate rain
379,Jakar,27.5492,90.7525,35.19,75,37,2.24,BT,scattered clouds
380,Hay River,60.8156,-115.7999,15.78,86,100,12.66,CA,snow
381,Mashivka,49.4431,34.8669,30.33,92,99,9.62,UA,overcast clouds
382,Port-Gentil,-0.7193,8.7815,80.55,77,10,10.45,GA,clear sky
383,Luxor,25.6989,32.6421,60.51,29,0,6.46,EG,clear sky
384,Galbshtadt,53.2264,78.9845,3.65,93,12,7.7,RU,few clouds
385,Norman Wells,65.282,-126.8329,-14.76,70,75,12.66,CA,broken clouds
386,Tarrega,41.647,1.1396,49.91,64,70,7.14,ES,broken clouds
387,Fasa,28.9383,53.6482,40.24,56,0,0.0,IR,clear sky
388,Koutiala,12.3917,-5.4642,88.05,7,0,5.93,ML,clear sky
389,Wuwei,37.9281,102.6414,11.93,95,99,1.61,CN,overcast clouds
390,Sao Joao Da Barra,-21.6403,-41.0511,87.89,80,27,17.09,BR,scattered clouds
391,Lompoc,34.6391,-120.4579,72.09,44,0,5.75,US,clear sky
392,Marakkanam,12.2,79.95,76.87,73,82,11.56,IN,broken clouds
393,Korla,41.7597,86.1469,24.26,46,9,5.08,CN,clear sky
394,Baykit,61.67,96.37,-8.23,100,96,2.82,RU,overcast clouds
395,Lockport,41.5895,-88.0578,33.62,71,0,7.0,US,clear sky
396,Coolum Beach,-26.5333,153.1,68.11,86,71,13.47,AU,broken clouds
397,Tarakan,3.3,117.6333,77.7,84,100,7.16,ID,overcast clouds
398,Portland,45.5234,-122.6762,52.2,85,100,1.01,US,fog
399,Opunake,-39.4556,173.8583,63.84,88,99,26.26,NZ,overcast clouds
400,Nogliki,51.8333,143.1667,5.31,89,100,14.61,RU,overcast clouds
401,Yulara,-25.2406,130.9889,69.64,43,0,6.91,AU,clear sky
402,Bell Ville,-32.6259,-62.6887,78.13,23,0,11.99,AR,clear sky
403,Luena,-11.7833,19.9167,64.31,78,91,4.97,AO,overcast clouds
404,Kidal,18.4411,1.4078,72.46,9,0,10.51,ML,clear sky
405,Muridke,31.8025,74.2617,51.82,64,26,6.91,PK,scattered clouds
406,Gat,31.61,34.7642,54.91,83,24,4.43,IL,few clouds
407,Rodrigues Alves,-7.738,-72.6509,79.0,81,100,3.2,BR,overcast clouds
408,Singaraja,-8.112,115.0882,77.97,88,96,2.91,ID,overcast clouds
409,Fare,-16.7,-151.0167,81.01,74,100,21.09,PF,light rain
410,Miastko,54.0028,16.9826,37.98,96,100,17.13,PL,light rain
411,Gadung,6.8025,124.02,80.29,71,64,15.03,PH,broken clouds
412,Los Llanos De Aridane,28.6585,-17.9182,64.15,67,20,18.99,ES,few clouds
413,Chuy,-33.6971,-53.4616,74.41,41,67,14.99,UY,broken clouds
414,Mandera,3.9366,41.867,88.03,17,58,12.91,KE,broken clouds
415,Okha,53.5739,142.9478,1.27,93,100,22.08,RU,overcast clouds
416,Port Macquarie,-31.4333,152.9167,61.9,80,71,12.17,AU,broken clouds
417,Young,-32.6833,-57.6333,74.23,32,29,16.22,UY,scattered clouds
418,Kaa-Khem,51.6833,94.7333,-18.44,93,37,2.21,RU,scattered clouds
419,Noumea,-22.2763,166.4572,75.18,90,100,3.6,NC,overcast clouds
420,Itigi,-5.7,34.4833,62.94,94,99,1.81,TZ,light rain
421,Saint-Jean-Port-Joli,47.2171,-70.2658,11.88,83,95,7.18,CA,overcast clouds
422,Rawson,-43.3002,-65.1023,75.96,34,15,15.9,AR,few clouds
423,Lincoln,40.8,-96.667,46.35,52,0,7.0,US,clear sky
424,Labuhan,-6.8844,112.2051,77.94,90,100,7.16,ID,overcast clouds
425,Talcahuano,-36.7167,-73.1167,66.87,63,0,11.3,CL,clear sky
426,Brokopondo,4.75,-55.1667,81.75,75,92,4.5,SR,light rain
427,Meulaboh,4.1363,96.1285,77.0,89,90,8.86,ID,overcast clouds
428,Fairbanks,64.8378,-147.7164,-1.7,77,100,0.0,US,light snow
429,Jiayuguan,39.8167,98.3,11.61,96,97,6.67,CN,overcast clouds
430,Bubaque,11.2833,-15.8333,78.01,69,31,14.76,GW,scattered clouds
431,Dunedin,-45.8742,170.5036,51.8,79,7,3.18,NZ,clear sky
432,Imbituba,-28.24,-48.6703,82.29,73,24,12.5,BR,few clouds
433,Abbeville,50.1,1.8333,51.94,84,95,26.51,FR,overcast clouds
434,Naryan-Mar,67.6713,53.087,9.55,87,74,16.4,RU,broken clouds
435,Chiredzi,-21.05,31.6667,78.69,50,88,4.05,ZW,overcast clouds
436,Lodwar,3.1191,35.5973,91.26,21,77,2.82,KE,broken clouds
437,Moree,-29.4667,149.85,59.02,72,3,6.91,AU,clear sky
438,Almaznyy,48.0448,40.045,28.54,87,98,10.89,RU,overcast clouds
439,Kvareli,41.9524,45.8151,35.2,67,99,0.87,GE,overcast clouds
440,Lages,-27.8161,-50.3261,82.38,33,30,9.46,BR,scattered clouds
441,Najran,17.4924,44.1277,61.45,40,6,5.14,SA,clear sky
442,Mosetse,-20.75,26.65,72.0,56,55,14.43,BW,broken clouds
443,Kurilsk,45.2333,147.8833,23.92,79,94,7.85,RU,overcast clouds
444,Faya,18.3851,42.4509,53.71,76,3,3.94,SA,clear sky
445,Kihei,20.785,-156.4656,75.85,78,20,12.66,US,few clouds
446,Gorontalo,0.5412,123.0595,73.65,95,99,3.8,ID,overcast clouds
447,San Carlos De Bariloche,-41.1456,-71.3082,82.15,15,20,13.8,AR,few clouds
448,Kortkeros,61.8106,51.5806,15.8,92,100,6.67,RU,overcast clouds
449,Bagua Grande,-5.7561,-78.4411,79.7,76,100,3.91,PE,light rain
450,Kaduqli,11.0167,29.7167,73.27,14,38,10.4,SD,scattered clouds
451,San Policarpo,12.1791,125.5072,79.57,79,36,16.73,PH,scattered clouds
452,Valdivia,-39.8142,-73.2459,85.78,26,0,2.84,CL,clear sky
453,Koumac,-20.5667,164.2833,78.75,86,99,6.91,NC,overcast clouds
454,Nago,26.5881,127.9761,59.16,69,100,8.3,JP,overcast clouds
455,Kudryashovskiy,55.0974,82.7742,-1.98,78,95,2.24,RU,overcast clouds
456,Sosua,19.7667,-70.5167,82.31,69,75,17.27,DO,broken clouds
457,Maceio,-9.6658,-35.7353,89.04,48,20,16.11,BR,few clouds
458,Soyo,-6.1349,12.3689,80.65,82,23,10.83,AO,few clouds
459,Barcelos,41.5388,-8.6151,55.85,67,22,5.21,PT,few clouds
460,Aswan,24.0934,32.907,61.56,27,0,11.63,EG,clear sky
461,Traverse City,44.7631,-85.6206,36.34,74,100,4.0,US,overcast clouds
462,Rodeo,38.033,-122.2669,60.03,68,0,4.0,US,clear sky
463,Nemuro,43.3236,145.575,24.98,75,89,17.11,JP,overcast clouds
464,Kahului,20.8947,-156.47,75.85,78,20,12.66,US,few clouds
465,Bolobo,-2.1667,16.2333,79.09,67,34,5.39,CD,scattered clouds
466,Belmonte,-15.8631,-38.8828,84.2,61,29,9.13,BR,scattered clouds
467,Chicama,-7.8447,-79.1469,68.54,58,98,10.76,PE,overcast clouds
468,Batticaloa,7.7102,81.6924,77.38,77,99,7.7,LK,overcast clouds
469,Ixtapa,20.7,-105.2,76.23,65,20,9.22,MX,few clouds
470,Rabak,13.1809,32.74,72.12,15,2,11.61,SD,clear sky
471,Oistins,13.0667,-59.5333,84.29,61,40,20.71,BB,scattered clouds
472,Medicine Hat,50.0501,-110.6683,44.31,52,100,16.11,CA,overcast clouds
473,Hambantota,6.1241,81.1185,79.14,83,40,8.05,LK,scattered clouds
474,Chingirlau,51.095,54.0814,15.04,96,98,8.5,KZ,overcast clouds
475,Amuntai,-2.4177,115.2494,72.88,99,84,0.81,ID,broken clouds
476,Tulum,20.2167,-87.4667,75.25,76,43,7.0,MX,scattered clouds
477,Mattawa,46.7379,-119.9028,43.21,78,100,1.7,US,overcast clouds
478,Sayhat,26.4852,50.0405,62.58,50,0,15.37,SA,clear sky
479,Guarapari,-20.6667,-40.4975,85.89,65,2,19.89,BR,clear sky
480,Aketi,2.7388,23.7833,75.79,31,97,1.99,CD,overcast clouds
481,Olinda,-8.0089,-34.8553,85.73,54,40,9.22,BR,scattered clouds
482,Pauini,-7.7136,-66.9764,83.07,69,98,0.78,BR,overcast clouds
483,Amboasary,-25.0333,46.3833,76.84,89,100,10.63,MG,light rain
484,Isangel,-19.55,169.2667,77.11,94,100,13.8,VU,moderate rain
485,Whyalla,-33.0333,137.5833,66.09,55,40,3.44,AU,scattered clouds
486,Turayf,31.6725,38.6637,46.65,76,20,6.91,SA,few clouds
487,Carutapera,-1.195,-46.02,81.3,82,99,7.34,BR,moderate rain
488,Kaeo,-35.1,173.7833,73.33,98,100,4.99,NZ,overcast clouds
489,Seoul,37.5683,126.9778,20.64,65,0,2.3,KR,clear sky
490,Bitam,2.076,11.5007,78.4,26,9,2.3,GA,clear sky
491,Tifton,31.4505,-83.5085,48.02,93,100,5.75,US,overcast clouds
492,Pevek,69.7008,170.3133,-24.39,99,42,1.66,RU,scattered clouds
493,Tornio,65.8481,24.1466,26.62,96,96,16.8,FI,light snow
494,Broome,42.2506,-75.833,29.05,63,0,3.0,US,clear sky
495,Cuiaba,-15.5961,-56.0967,86.85,67,98,4.12,BR,overcast clouds
496,Innisfail,-17.5333,146.0333,73.09,90,58,5.88,AU,light rain
497,Brigantine,39.4101,-74.3646,37.99,59,0,9.22,US,clear sky
498,Camopi,3.1655,-52.3158,74.97,97,99,3.85,GF,moderate rain
499,Fort-Shevchenko,44.5086,50.263,36.19,63,78,10.6,KZ,broken clouds
500,Haines Junction,60.7522,-137.5108,39.15,45,90,13.8,CA,overcast clouds
501,Kushima,31.4583,131.2333,35.11,66,55,5.77,JP,broken clouds
502,Mgachi,51.05,142.2667,4.57,97,100,1.23,RU,light snow
503,Asau,46.4333,26.4,41.4,66,100,6.11,RO,overcast clouds
504,Mogadishu,2.0371,45.3438,77.61,82,13,18.75,SO,few clouds
505,Kasongo-Lunda,-6.4667,16.8167,70.5,97,91,1.63,CD,moderate rain
506,Maseru,-29.3167,27.4833,66.07,66,98,5.23,LS,light rain
507,Siavonga,-16.5382,28.7088,71.83,85,86,3.58,ZM,overcast clouds
508,Thinadhoo,0.5333,72.9333,82.72,70,33,12.17,MV,scattered clouds
509,Itaituba,-4.2761,-55.9836,89.76,66,75,5.75,BR,broken clouds
510,Karasburg,-28.0167,18.75,69.85,67,78,28.9,NA,light rain
511,Shingu,33.7333,135.9833,38.91,73,9,6.53,JP,clear sky
512,Polovinnoye,54.7914,65.9864,2.19,88,20,6.35,RU,few clouds
513,Abeche,13.8292,20.8324,71.37,11,81,13.31,TD,broken clouds
514,Guerrero Negro,27.9769,-114.0611,66.49,26,0,4.5,MX,clear sky
515,Ugoofaaru,5.6667,73.0,81.19,67,68,10.2,MV,broken clouds
516,Hays,30.0502,-98.0336,55.74,42,0,1.01,US,clear sky
517,Pangkalanbuun,-2.6833,111.6167,74.39,98,100,3.6,ID,overcast clouds
518,Krasnyy Yar,46.5331,48.3456,28.33,69,100,5.7,RU,overcast clouds
519,Huarmey,-10.0681,-78.1522,75.54,70,24,11.36,PE,few clouds
520,Talaya,61.3833,152.75,-35.82,88,9,1.86,RU,clear sky
521,Mayo,38.8876,-76.5119,38.55,40,0,1.99,US,clear sky
522,Shumikha,55.2261,63.2961,-1.52,92,87,5.79,RU,overcast clouds
523,Eydhafushi,5.1033,73.0708,81.43,64,11,9.55,MV,few clouds
524,Elko,41.0002,-115.5012,35.06,60,4,1.99,US,clear sky
525,Saldanha,-33.0117,17.9442,68.05,95,40,7.99,ZA,scattered clouds
526,Mae Hong Son,19.3003,97.9685,62.28,85,100,1.41,TH,overcast clouds
527,Cabedelo,-6.9811,-34.8339,86.67,62,20,10.45,BR,few clouds
528,Bahia Blanca,-38.7196,-62.2724,70.92,51,6,11.52,AR,clear sky
529,Nouadhibou,20.931,-17.0347,67.98,88,5,18.41,MR,clear sky
530,Malartic,48.1335,-78.1328,15.62,84,100,10.58,CA,light snow
531,Awbari,26.5921,12.7805,60.64,19,100,7.96,LY,overcast clouds
532,Samana,19.2056,-69.3369,79.02,78,40,9.22,DO,scattered clouds
533,Tocopilla,-22.092,-70.1979,72.86,63,21,7.56,CL,few clouds
534,Nelson,-41.2833,173.2833,57.69,85,100,7.0,NZ,overcast clouds
535,Novikovo,51.1537,37.8879,29.71,93,100,10.38,RU,snow
536,Hwange,-18.3693,26.5019,71.01,75,98,2.55,ZW,overcast clouds
537,Srednekolymsk,67.45,153.6833,-36.83,100,58,1.28,RU,broken clouds
538,Taywarah,33.35,64.4167,8.51,70,0,2.71,AF,clear sky
539,Svetlyy,54.675,20.1347,41.05,97,100,20.54,RU,light rain
540,Toccoa,34.5773,-83.3324,47.86,39,0,5.75,US,clear sky
541,Basco,20.4487,121.9702,72.97,70,100,26.78,PH,overcast clouds
542,Lorengau,-2.0226,147.2712,81.01,79,100,7.58,PG,overcast clouds
543,Capaci,38.1711,13.2393,55.26,81,40,2.3,IT,scattered clouds
544,Galesong,-5.3166,119.3661,75.22,84,63,4.74,ID,broken clouds
545,Ardakan,32.31,54.0175,46.78,26,0,5.39,IR,clear sky
546,Yantal,56.8471,105.2542,10.63,97,100,3.65,RU,overcast clouds
547,Lima,-12.0432,-77.0282,76.39,78,0,1.99,PE,clear sky
548,Trelew,-43.249,-65.3051,80.91,23,15,15.68,AR,few clouds
549,Tanout,14.9709,8.8879,67.14,11,0,11.77,NE,clear sky
550,Hami,42.8,93.45,26.6,32,17,12.95,CN,few clouds
551,College,64.8569,-147.8028,-1.71,78,100,3.44,US,light snow
552,Arica,-18.475,-70.3042,80.15,66,100,8.32,CL,overcast clouds
553,Morant Bay,17.8815,-76.4093,85.62,60,0,7.76,JM,clear sky
554,Constitucion,-35.3333,-72.4167,71.74,56,13,9.75,CL,few clouds
555,Komsomolskiy,40.4272,71.7189,39.92,87,75,9.22,UZ,broken clouds
556,San Juan,-31.5375,-68.5364,79.7,30,0,6.89,AR,clear sky
557,Alta Floresta,-9.8756,-56.0861,89.42,62,40,5.75,BR,scattered clouds
558,Red Bluff,40.1785,-122.2358,66.88,27,0,9.22,US,clear sky
559,Mvuma,-19.2792,30.5283,63.43,79,15,10.31,ZW,few clouds
560,Makat,47.6469,53.3463,23.65,92,82,9.13,KZ,broken clouds
561,Tambura,5.6,27.4667,73.29,19,92,5.73,SS,overcast clouds
562,Rundu,-17.9333,19.7667,72.07,73,100,3.83,NA,overcast clouds
563,Mandalgovi,45.7625,106.2708,4.59,67,0,5.84,MN,clear sky
564,Esso,55.9333,158.7,3.2,95,83,2.82,RU,broken clouds
565,Russkaya Polyana,49.417,31.9201,31.87,80,95,11.1,UA,overcast clouds
566,Nabire,-3.3667,135.4833,76.51,89,100,2.89,ID,overcast clouds
567,Sadiqabad,28.3062,70.1307,61.02,35,5,10.51,PK,clear sky
568,Kamina,-8.7386,24.9906,64.69,97,100,4.14,CD,moderate rain
569,Namibe,-15.1961,12.1522,75.06,69,100,13.47,AO,overcast clouds
570,Hofn,64.2539,-15.2082,27.0,67,0,16.11,IS,clear sky
571,Fremont,37.5483,-121.9886,64.33,55,0,1.01,US,clear sky
572,Opuwo,-18.0607,13.84,74.61,41,100,6.38,NA,overcast clouds
573,Erzin,36.9559,36.2,43.32,81,4,3.67,TR,clear sky
574,Tilichiki,60.4667,166.1,-13.94,84,10,9.22,RU,clear sky
575,Le Pont-De-Claix,45.1244,5.7064,46.83,77,100,1.88,FR,overcast clouds
576,Beloha,-25.1667,45.05,74.12,94,100,19.26,MG,moderate rain
577,Yinchuan,38.4681,106.2731,20.41,91,83,7.2,CN,broken clouds
578,Aleksandrov Gay,50.147,48.5704,10.81,94,100,7.31,RU,overcast clouds
579,Zwettl,48.6,15.1667,45.43,88,100,25.37,AT,overcast clouds
580,Palmer,42.1584,-72.3287,28.74,41,40,1.99,US,scattered clouds
581,Eunice,30.4944,-92.4176,55.94,46,0,2.44,US,clear sky
582,Ostrovskoye,57.8057,42.2433,2.68,100,100,4.29,RU,overcast clouds
583,Skjervoy,70.0311,20.9714,28.4,67,92,18.48,NO,overcast clouds
584,Pombas,17.1503,-25.0201,73.18,77,5,13.24,CV,clear sky
585,Chengde,40.9725,117.9361,17.56,61,15,5.21,CN,few clouds
586,Waingapu,-9.6567,120.2641,78.94,85,97,4.72,ID,overcast clouds
587,Pontalina,-17.525,-49.4472,80.01,71,100,3.85,BR,overcast clouds
588,Mazagao,-0.115,-51.2894,91.45,97,100,4.7,BR,overcast clouds
589,Jumla,29.2747,82.1838,34.07,61,94,5.55,NP,overcast clouds
590,Tarauaca,-8.1614,-70.7656,78.93,93,100,2.82,BR,light rain
591,Lobito,-12.3481,13.5456,76.23,73,100,5.39,AO,overcast clouds
592,Kirakira,-10.4544,161.9205,80.85,86,99,7.78,SB,overcast clouds
593,Shache,38.4167,77.2406,27.05,55,100,3.18,CN,overcast clouds
594,Yarmouth,41.7057,-70.2286,32.25,60,0,3.44,US,clear sky
595,Kushmurun,52.4503,64.6311,7.99,86,100,6.98,KZ,overcast clouds
596,Fernley,39.608,-119.2518,50.47,27,0,1.01,US,clear sky
597,Petropavlovsk-Kamchatskiy,53.0452,158.6483,27.19,69,75,17.9,RU,light shower snow
598,Kamenka,51.3223,42.7678,24.75,98,93,5.23,RU,overcast clouds
599,Saint-Pierre,-21.3393,55.4781,78.48,78,0,5.75,RE,clear sky
600,Puerto Del Rosario,28.5004,-13.8627,67.68,82,20,19.57,ES,few clouds
601,Moses Lake,47.1301,-119.2781,33.89,93,100,0.0,US,fog
602,Yurty,56.0498,97.6348,5.27,96,100,3.2,RU,overcast clouds
603,Maunabo,18.0072,-65.8993,75.04,91,78,11.43,PR,moderate rain
604,Newport,51.5877,-2.9984,49.06,79,62,8.01,GB,moderate rain
605,Mount Vernon,40.9126,-73.8371,31.84,51,75,3.0,US,broken clouds
606,Kaitong,44.8135,123.15,-3.01,87,26,5.5,CN,scattered clouds
607,Clifton,40.8584,-74.1638,32.79,48,0,8.01,US,clear sky
608,Bakel,14.905,-12.4568,87.26,8,0,8.63,SN,clear sky
609,Goderich,43.7501,-81.7165,28.9,74,100,17.27,CA,overcast clouds
610,Chilca,-12.5211,-76.7372,78.08,73,100,7.4,PE,overcast clouds
611,Rochegda,62.8,43.25,12.65,96,100,6.82,RU,overcast clouds
612,Pointe Michel,15.25,-61.3833,88.74,51,40,2.3,DM,scattered clouds
613,Oksovskiy,62.6062,39.8984,11.14,93,100,8.41,RU,overcast clouds
614,Karonga,-9.9333,33.9333,70.63,89,100,6.08,MW,overcast clouds
615,Luanda,-8.8368,13.2343,78.8,73,20,10.36,AO,few clouds
616,Villalba,18.1272,-66.4921,81.28,79,98,6.24,PR,overcast clouds
617,San Quintin,30.4833,-115.95,64.2,27,0,4.54,MX,clear sky
618,Adeje,28.1227,-16.726,70.68,65,0,1.01,ES,clear sky
619,Vitim,59.4511,112.5578,10.83,96,100,5.03,RU,overcast clouds
620,Gijon,43.5357,-5.6615,51.8,77,93,7.0,ES,overcast clouds
621,Serebryanyy Bor,56.8,124.8,-35.91,100,100,1.14,RU,overcast clouds
622,Pedernales,18.0384,-71.744,80.78,61,88,7.05,DO,overcast clouds
623,San Carlos,9.6612,-68.5827,93.88,32,14,4.94,VE,few clouds
624,Acapulco,16.8634,-99.8901,84.02,61,0,4.61,MX,clear sky
625,Yeppoon,-23.1333,150.7333,67.78,76,10,13.24,AU,clear sky
626,Cooma,-36.2333,149.1333,51.57,100,100,5.75,AU,overcast clouds
627,Union Hidalgo,16.4723,-94.8295,77.67,50,6,20.78,MX,clear sky
628,Moussoro,13.6408,16.4901,71.11,9,0,11.9,TD,clear sky
629,Wilmington,34.2257,-77.9447,52.0,58,0,12.66,US,clear sky
630,Deneysville,-26.8908,28.0971,66.38,59,100,8.05,ZA,overcast clouds
631,The Valley,18.217,-63.0578,77.83,73,75,14.97,AI,broken clouds
632,Tomatlan,19.9333,-105.25,90.9,27,22,7.81,MX,few clouds
633,Odienne,9.51,-7.5692,83.64,12,0,3.6,CI,clear sky
634,Ojinaga,29.5667,-104.4167,59.58,34,0,3.44,MX,clear sky
635,Payo,-3.7508,103.6372,72.12,95,100,2.95,ID,overcast clouds
636,Vila,42.0304,-8.1588,45.48,67,100,4.68,PT,overcast clouds
637,Jaltenango,15.8719,-92.7247,81.91,43,12,4.94,MX,few clouds
638,Flinders,-34.5833,150.8552,66.79,86,61,10.0,AU,broken clouds
639,Begamganj,23.6,78.3333,60.4,27,1,3.83,IN,clear sky
640,Megion,61.0296,76.1136,5.02,96,13,8.97,RU,few clouds
641,Markova,48.6758,24.4138,36.99,66,99,20.96,UA,overcast clouds
642,San Martin,-33.081,-68.4681,77.54,30,0,10.76,AR,clear sky
643,Alenquer,-1.9417,-54.7383,79.14,76,92,3.02,BR,overcast clouds
644,Shangrao,28.4532,117.9686,37.99,96,100,8.86,CN,moderate rain
645,Maniitsoq,65.4167,-52.9,3.96,72,100,14.61,GL,overcast clouds
646,Kindu,-2.95,25.95,75.16,79,100,0.63,CD,overcast clouds
647,Catuday,16.2923,119.8062,75.4,74,94,11.21,PH,overcast clouds
648,Muroto,33.2833,134.15,40.28,55,22,9.75,JP,few clouds
649,Richards Bay,-28.783,32.0377,72.01,91,28,4.65,ZA,moderate rain
650,Doembang Nangbuat,14.8333,100.1,84.07,62,67,2.89,TH,broken clouds
651,Tessalit,20.1986,1.0114,70.7,10,0,6.76,ML,clear sky
652,Paris,48.8534,2.3488,52.11,94,75,5.01,FR,broken clouds
653,Asyut,27.181,31.1837,57.38,43,0,8.93,EG,clear sky
654,Katobu,-4.9408,122.5276,75.18,94,26,4.18,ID,scattered clouds
655,Broken Hill,-31.95,141.4333,71.31,40,75,12.66,AU,broken clouds
656,San Diego,32.7153,-117.1573,78.28,26,0,3.44,US,clear sky
657,Kasongo,-4.45,26.6667,69.1,97,100,2.95,CD,heavy intensity rain
658,Sao Paulo De Olivenca,-3.3783,-68.8725,83.35,78,97,3.85,BR,overcast clouds
659,Krasnyy Chikoy,50.3643,108.7512,-0.56,98,94,2.13,RU,overcast clouds
660,Beatrice,40.2681,-96.747,48.29,46,75,20.71,US,broken clouds
661,Northam,51.0333,-4.2167,49.62,84,30,29.46,GB,scattered clouds
662,Bayan,46.0833,127.4,-9.78,100,94,3.18,CN,overcast clouds
663,Sovetskoye,52.2861,85.4131,-4.45,98,41,2.48,RU,scattered clouds
664,General Pico,-35.6566,-63.7568,78.57,19,0,8.1,AR,clear sky
665,Beyneu,45.3167,55.2,28.31,79,21,6.4,KZ,few clouds
666,Boromlya,50.6184,34.9704,28.56,96,100,8.03,UA,light snow
667,Dhidhdhoo,6.8833,73.1,80.49,72,35,9.66,MV,scattered clouds
668,Henties Bay,-22.116,14.2845,70.86,80,79,9.53,NA,broken clouds
669,Cockburn Town,21.4612,-71.1419,80.56,44,20,14.97,TC,few clouds
670,Algarrobo,10.1869,-74.5753,95.95,25,2,4.09,CO,clear sky
671,Necochea,-38.5473,-58.7368,67.03,72,98,19.73,AR,overcast clouds
672,Gamba,-2.65,10.0,77.59,84,64,5.5,GA,broken clouds
673,De-Kastri,51.4667,140.7833,4.03,93,100,11.03,RU,overcast clouds
674,Hualmay,-11.0964,-77.6139,74.75,68,70,10.58,PE,broken clouds
675,Hanyu,36.1667,139.5333,37.85,41,0,8.84,JP,clear sky
676,Zhangjiakou,40.81,114.8794,14.25,60,100,4.18,CN,light snow
677,Roma,43.2128,-75.4557,30.83,53,0,10.36,US,clear sky
678,Katsuura,35.1333,140.3,37.51,46,84,9.53,JP,broken clouds
679,Otjiwarongo,-20.4637,16.6477,63.61,95,100,9.22,NA,heavy intensity rain
680,Huilong,31.8111,121.655,42.04,69,100,10.4,CN,overcast clouds
681,La Rioja,42.25,-2.5,40.32,72,14,5.23,ES,few clouds
682,Beisfjord,68.3751,17.5988,30.25,82,100,9.42,NO,overcast clouds
683,Visby,57.6409,18.296,37.76,87,20,12.66,SE,few clouds
684,Brae,60.3964,-1.353,39.11,56,57,30.78,GB,broken clouds
685,Bethanien,-26.502,17.1583,70.56,71,100,18.03,NA,moderate rain
686,Moose Factory,51.2585,-80.6094,8.6,78,100,8.05,CA,overcast clouds
687,Axim,4.8699,-2.2405,80.15,79,54,7.9,GH,broken clouds
688,Springbok,-29.6643,17.8865,77.86,32,16,3.69,ZA,few clouds
689,Auki,-8.7676,160.7034,78.87,88,100,7.63,SB,overcast clouds
690,Zhigalovo,54.8097,105.1578,10.74,99,99,2.28,RU,overcast clouds
691,Rocha,-34.4833,-54.3333,71.35,44,0,19.66,UY,clear sky
692,Beian,63.6559,9.5683,39.29,75,75,33.38,NO,broken clouds
693,Abu Dhabi,24.4667,54.3667,66.96,61,20,3.0,AE,few clouds
694,Nyrob,60.733,56.7202,11.05,91,100,4.43,RU,overcast clouds
695,Camacha,33.0833,-16.3333,59.76,67,40,16.11,PT,scattered clouds
696,Mitsamiouli,-11.3847,43.2844,80.89,89,20,3.44,KM,few clouds
